restaurant_name,ratings,price_for_one,cuisine,links,location,delivery_review_no,timings
FB Cakes,3.9,150,Bakery,www.zomato.com/bangalore/fb-cakes-1-btm-bangalore/order,BTM,0.0,9am – 11:45pm 
The Biryani Life,4.0,150,Biryani,www.zomato.com/bangalore/the-biryani-life-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
The Biryani Life,4.0,150,Mughlai,www.zomato.com/bangalore/the-biryani-life-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
The Biryani Life,4.0,150,Kebabs,www.zomato.com/bangalore/the-biryani-life-shanti-nagar-bangalore/order,Shanti Nagar,0.0,Timings Not Available
WOW! China,3.9,150,Chinese,www.zomato.com/bangalore/wow-china-church-street-bangalore/order,Church Street,53.0,10am – 1am 
WOW! China,3.9,150,Oriental,www.zomato.com/bangalore/wow-china-church-street-bangalore/order,Church Street,53.0,10am – 1am 
WOW! China,3.9,150,Asian,www.zomato.com/bangalore/wow-china-church-street-bangalore/order,Church Street,53.0,10am – 1am 
WOW! China,3.9,150,Sichuan,www.zomato.com/bangalore/wow-china-church-street-bangalore/order,Church Street,53.0,10am – 1am 
WOW! China,3.9,150,Seafood,www.zomato.com/bangalore/wow-china-church-street-bangalore/order,Church Street,53.0,10am – 1am 
Hyderabad Biryani Mandi,4.3,150,Biryani,www.zomato.com/bangalore/hyderabad-biryani-mandi-rajajinagar-bangalore/order,Rajajinagar,0.0,Timings Not Available
7 Plates,4.3,150,North Indian,www.zomato.com/bangalore/7-plates-frazer-town/order,Frazer Town,0.0,"1pm – 3pm, 6pm – 11pm "
7 Plates,4.3,150,Mughlai,www.zomato.com/bangalore/7-plates-frazer-town/order,Frazer Town,0.0,"1pm – 3pm, 6pm – 11pm "
7 Plates,4.3,150,Arabian,www.zomato.com/bangalore/7-plates-frazer-town/order,Frazer Town,0.0,"1pm – 3pm, 6pm – 11pm "
7 Plates,4.3,150,Chinese,www.zomato.com/bangalore/7-plates-frazer-town/order,Frazer Town,0.0,"1pm – 3pm, 6pm – 11pm "
7 Plates,4.3,150,Seafood,www.zomato.com/bangalore/7-plates-frazer-town/order,Frazer Town,0.0,"1pm – 3pm, 6pm – 11pm "
Bhartiya Jalpan,4.0,150,North Indian,www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,Commercial Street,138.0,9am – 10:30pm 
Bhartiya Jalpan,4.0,150,Fast Food,www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,Commercial Street,138.0,9am – 10:30pm 
Bhartiya Jalpan,4.0,150,Street Food,www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,Commercial Street,138.0,9am – 10:30pm 
Bhartiya Jalpan,4.0,150,Biryani,www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,Commercial Street,138.0,9am – 10:30pm 
Bhartiya Jalpan,4.0,150,Chinese,www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,Commercial Street,138.0,9am – 10:30pm 
Bhartiya Jalpan,4.0,150,Desserts,www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,Commercial Street,138.0,9am – 10:30pm 
Bhartiya Jalpan,4.0,150,Beverages,www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,Commercial Street,138.0,9am – 10:30pm 
ITC Aashirvaad Soul Creations,4.3,150,North Indian,www.zomato.com/bangalore/itc-aashirvaad-soul-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ITC Aashirvaad Soul Creations,4.3,150,Healthy Food,www.zomato.com/bangalore/itc-aashirvaad-soul-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ITC Aashirvaad Soul Creations,4.3,150,Beverages,www.zomato.com/bangalore/itc-aashirvaad-soul-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ITC Aashirvaad Soul Creations,4.3,150,Desserts,www.zomato.com/bangalore/itc-aashirvaad-soul-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
Dilkash Famous Kati Roll,4.0,150,Rolls,www.zomato.com/bangalore/dilkash-famous-kati-roll-hbr-layout-bangalore/order,HBR Layout,0.0,3pm – 10pm 
Kolkata No. 1 Kati Rolls,3.8,150,Rolls,www.zomato.com/bangalore/kolkata-no-1-kati-rolls-rajajinagar-bangalore/order,Rajajinagar,0.0,Timings Not Available
Hotel Kadamba Veg,4.2,150,South Indian,www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar/order,Rajajinagar,437.0,7am – 10:30pm 
Hotel Kadamba Veg,4.2,150,North Indian,www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar/order,Rajajinagar,437.0,7am – 10:30pm 
Hotel Kadamba Veg,4.2,150,Chinese,www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar/order,Rajajinagar,437.0,7am – 10:30pm 
Hotel Kadamba Veg,4.2,150,Biryani,www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar/order,Rajajinagar,437.0,7am – 10:30pm 
Hotel Kadamba Veg,4.2,150,Mithai,www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar/order,Rajajinagar,437.0,7am – 10:30pm 
Hotel Kadamba Veg,4.2,150,Shake,www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar/order,Rajajinagar,437.0,7am – 10:30pm 
Hotel Kadamba Veg,4.2,150,Beverages,www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar/order,Rajajinagar,437.0,7am – 10:30pm 
Royal Biryani Kitchen,3.6,150,Biryani,www.zomato.com/bangalore/royal-biryani-kitchen-btm-bangalore/order,BTM,0.0,24 Hours 
Royal Biryani Kitchen,3.6,150,North Indian,www.zomato.com/bangalore/royal-biryani-kitchen-btm-bangalore/order,BTM,0.0,24 Hours 
Royal Biryani Kitchen,3.6,150,Mughlai,www.zomato.com/bangalore/royal-biryani-kitchen-btm-bangalore/order,BTM,0.0,24 Hours 
Royal Biryani Kitchen,3.6,150,Fast Food,www.zomato.com/bangalore/royal-biryani-kitchen-btm-bangalore/order,BTM,0.0,24 Hours 
Royal Biryani Kitchen,3.6,150,Beverages,www.zomato.com/bangalore/royal-biryani-kitchen-btm-bangalore/order,BTM,0.0,24 Hours 
Royal Biryani Kitchen,3.6,150,Sichuan,www.zomato.com/bangalore/royal-biryani-kitchen-btm-bangalore/order,BTM,0.0,24 Hours 
Kataria's,3.4,150,North Indian,www.zomato.com/bangalore/katarias-btm-bangalore/order,BTM,87.0,"10am – 3:30pm, 6:15pm – 11:15pm "
Kataria's,3.4,150,Biryani,www.zomato.com/bangalore/katarias-btm-bangalore/order,BTM,87.0,"10am – 3:30pm, 6:15pm – 11:15pm "
Dairy Day Ice Creams & Frozen Desserts,3.8,150,Ice Cream,www.zomato.com/bangalore/dairy-day-ice-creams-frozen-desserts-1-indiranagar-bangalore/order,Indiranagar,0.0,9am – 4am 
Dairy Day Ice Creams & Frozen Desserts,3.8,150,Desserts,www.zomato.com/bangalore/dairy-day-ice-creams-frozen-desserts-1-indiranagar-bangalore/order,Indiranagar,0.0,9am – 4am 
Mandya Nati Style,3.9,150,South Indian,www.zomato.com/bangalore/mandya-nati-style-vijay-nagar-bangalore/order,Vijay Nagar,0.0,Timings Not Available
Mandya Nati Style,3.9,150,Biryani,www.zomato.com/bangalore/mandya-nati-style-vijay-nagar-bangalore/order,Vijay Nagar,0.0,Timings Not Available
Afghani Tandoori Hub,3.6,150,Biryani,www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,BTM,127.0,24 Hours 
Afghani Tandoori Hub,3.6,150,North Indian,www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,BTM,127.0,24 Hours 
Afghani Tandoori Hub,3.6,150,Chinese,www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,BTM,127.0,24 Hours 
Afghani Tandoori Hub,3.6,150,Fast Food,www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,BTM,127.0,24 Hours 
Afghani Tandoori Hub,3.6,150,Street Food,www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,BTM,127.0,24 Hours 
Afghani Tandoori Hub,3.6,150,Sichuan,www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,BTM,127.0,24 Hours 
Afghani Tandoori Hub,3.6,150,Desserts,www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,BTM,127.0,24 Hours 
Afghani Tandoori Hub,3.6,150,Beverages,www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,BTM,127.0,24 Hours 
Pathaan Sir,3.3,150,Rolls,www.zomato.com/bangalore/pathaan-sir-jayanagar-bangalore/order,Jayanagar,0.0,Timings Not Available
Sreeraj Lassi Bar - Since 1973,4.3,150,Beverages,www.zomato.com/bangalore/sreeraj-lassi-bar-since-1973-shanti-nagar-bangalore/order,Shanti Nagar,79.0,11:30am – 11:30pm 
Sreeraj Lassi Bar - Since 1973,4.3,150,Shake,www.zomato.com/bangalore/sreeraj-lassi-bar-since-1973-shanti-nagar-bangalore/order,Shanti Nagar,79.0,11:30am – 11:30pm 
Odia Dine,4.0,150,North Indian,www.zomato.com/bangalore/odia-dine-airport-road/order,Old Airport Road,153.0,"12noon – 4pm, 7pm – 11pm "
Odia Dine,4.0,150,Odia,www.zomato.com/bangalore/odia-dine-airport-road/order,Old Airport Road,153.0,"12noon – 4pm, 7pm – 11pm "
Chicken County Deluxe Restaurant,4.1,150,North Indian,www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Majestic,82.0,"12midnight – 1am, 11:30am – 12midnight "
Chicken County Deluxe Restaurant,4.1,150,Chinese,www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Majestic,82.0,"12midnight – 1am, 11:30am – 12midnight "
Chicken County Deluxe Restaurant,4.1,150,Mughlai,www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Majestic,82.0,"12midnight – 1am, 11:30am – 12midnight "
Chicken County Deluxe Restaurant,4.1,150,Biryani,www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Majestic,82.0,"12midnight – 1am, 11:30am – 12midnight "
Chicken County Deluxe Restaurant,4.1,150,Seafood,www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Majestic,82.0,"12midnight – 1am, 11:30am – 12midnight "
Chicken County Deluxe Restaurant,4.1,150,Rolls,www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Majestic,82.0,"12midnight – 1am, 11:30am – 12midnight "
Chicken County Deluxe Restaurant,4.1,150,Fast Food,www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Majestic,82.0,"12midnight – 1am, 11:30am – 12midnight "
Chicken County Deluxe Restaurant,4.1,150,Ice Cream,www.zomato.com/bangalore/chicken-county-deluxe-restaurant-majestic-bangalore/order,Majestic,82.0,"12midnight – 1am, 11:30am – 12midnight "
Absolute Shawarma,4.0,150,Shawarma,www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore/order,Thippasandra,57.0,Opens  at 1pm
Absolute Shawarma,4.0,150,Pizza,www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore/order,Thippasandra,57.0,Opens  at 1pm
Absolute Shawarma,4.0,150,Burger,www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore/order,Thippasandra,57.0,Opens  at 1pm
Absolute Shawarma,4.0,150,Wraps,www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore/order,Thippasandra,57.0,Opens  at 1pm
Absolute Shawarma,4.0,150,Rolls,www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore/order,Thippasandra,57.0,Opens  at 1pm
Absolute Shawarma,4.0,150,Fast Food,www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore/order,Thippasandra,57.0,Opens  at 1pm
Absolute Shawarma,4.0,150,Momos,www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore/order,Thippasandra,57.0,Opens  at 1pm
Absolute Shawarma,4.0,150,Beverages,www.zomato.com/bangalore/absolute-shawarma-thippasandra-bangalore/order,Thippasandra,57.0,Opens  at 1pm
Meat And Eat,4.0,150,Burger,www.zomato.com/bangalore/meat-and-eat-domlur/order,Domlur,76.0,24 Hours 
Meat And Eat,4.0,150,Sandwich,www.zomato.com/bangalore/meat-and-eat-domlur/order,Domlur,76.0,24 Hours 
Meat And Eat,4.0,150,Fast Food,www.zomato.com/bangalore/meat-and-eat-domlur/order,Domlur,76.0,24 Hours 
Meat And Eat,4.0,150,Wraps,www.zomato.com/bangalore/meat-and-eat-domlur/order,Domlur,76.0,24 Hours 
Meat And Eat,4.0,150,Biryani,www.zomato.com/bangalore/meat-and-eat-domlur/order,Domlur,76.0,24 Hours 
Meat And Eat,4.0,150,Beverages,www.zomato.com/bangalore/meat-and-eat-domlur/order,Domlur,76.0,24 Hours 
Meat And Eat,4.0,150,Desserts,www.zomato.com/bangalore/meat-and-eat-domlur/order,Domlur,76.0,24 Hours 
Chikpet Donne Biriyani House,3.8,150,Biryani,www.zomato.com/bangalore/chikpet-donne-biriyani-house-rajajinagar/order,Rajajinagar,121.0,11am – 10:30pm 
Chikpet Donne Biriyani House,3.8,150,South Indian,www.zomato.com/bangalore/chikpet-donne-biriyani-house-rajajinagar/order,Rajajinagar,121.0,11am – 10:30pm 
Chikpet Donne Biriyani House,3.8,150,Andhra,www.zomato.com/bangalore/chikpet-donne-biriyani-house-rajajinagar/order,Rajajinagar,121.0,11am – 10:30pm 
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",3.8,200,Shake,www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-bangalore/order,Brigade Road,11.0,10am – 2am 
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",3.8,200,Beverages,www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-bangalore/order,Brigade Road,11.0,10am – 2am 
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",3.8,200,Desserts,www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-bangalore/order,Brigade Road,11.0,10am – 2am 
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",3.8,200,Ice Cream,www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-bangalore/order,Brigade Road,11.0,10am – 2am 
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",3.8,200,Waffle,www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-bangalore/order,Brigade Road,11.0,10am – 2am 
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",3.8,200,Healthy Food,www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-bangalore/order,Brigade Road,11.0,10am – 2am 
Haldiram's Restaurant,4.0,200,Mithai,www.zomato.com/bangalore/haldirams-restaurant-majestic-bangalore/order,Majestic,34.0,11am – 11pm 
Haldiram's Restaurant,4.0,200,South Indian,www.zomato.com/bangalore/haldirams-restaurant-majestic-bangalore/order,Majestic,34.0,11am – 11pm 
Haldiram's Restaurant,4.0,200,North Indian,www.zomato.com/bangalore/haldirams-restaurant-majestic-bangalore/order,Majestic,34.0,11am – 11pm 
Haldiram's Restaurant,4.0,200,Sandwich,www.zomato.com/bangalore/haldirams-restaurant-majestic-bangalore/order,Majestic,34.0,11am – 11pm 
Haldiram's Restaurant,4.0,200,Street Food,www.zomato.com/bangalore/haldirams-restaurant-majestic-bangalore/order,Majestic,34.0,11am – 11pm 
Haldiram's Restaurant,4.0,200,Biryani,www.zomato.com/bangalore/haldirams-restaurant-majestic-bangalore/order,Majestic,34.0,11am – 11pm 
Haldiram's Restaurant,4.0,200,Beverages,www.zomato.com/bangalore/haldirams-restaurant-majestic-bangalore/order,Majestic,34.0,11am – 11pm 
Brothers Biriyani,4.1,200,Biryani,www.zomato.com/bangalore/brothers-biriyani-basavanagudi-bangalore/order,Basavanagudi,38.0,10:30am – 11:30pm 
Brothers Biriyani,4.1,200,South Indian,www.zomato.com/bangalore/brothers-biriyani-basavanagudi-bangalore/order,Basavanagudi,38.0,10:30am – 11:30pm 
Kolkata Famous Kati Roll,3.8,200,Rolls,www.zomato.com/bangalore/kolkata-famous-kati-roll-koramangala-7th-block-bangalore/order,Koramangala 7th Block,0.0,3pm – 10:30pm 
Roti Ghar,4.2,200,North Indian,www.zomato.com/bangalore/roti-ghar-basavanagudi/order,Basavanagudi,926.0,7:30am – 10:30pm 
Roti Ghar,4.2,200,Chinese,www.zomato.com/bangalore/roti-ghar-basavanagudi/order,Basavanagudi,926.0,7:30am – 10:30pm 
Roti Ghar,4.2,200,South Indian,www.zomato.com/bangalore/roti-ghar-basavanagudi/order,Basavanagudi,926.0,7:30am – 10:30pm 
Roti Ghar,4.2,200,Street Food,www.zomato.com/bangalore/roti-ghar-basavanagudi/order,Basavanagudi,926.0,7:30am – 10:30pm 
Roti Ghar,4.2,200,Fast Food,www.zomato.com/bangalore/roti-ghar-basavanagudi/order,Basavanagudi,926.0,7:30am – 10:30pm 
Roti Ghar,4.2,200,Desserts,www.zomato.com/bangalore/roti-ghar-basavanagudi/order,Basavanagudi,926.0,7:30am – 10:30pm 
Roti Ghar,4.2,200,Shake,www.zomato.com/bangalore/roti-ghar-basavanagudi/order,Basavanagudi,926.0,7:30am – 10:30pm 
Roti Ghar,4.2,200,Beverages,www.zomato.com/bangalore/roti-ghar-basavanagudi/order,Basavanagudi,926.0,7:30am – 10:30pm 
ITC Master Chef Creations,4.4,200,North Indian,www.zomato.com/bangalore/itc-master-chef-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ITC Master Chef Creations,4.4,200,Biryani,www.zomato.com/bangalore/itc-master-chef-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ITC Master Chef Creations,4.4,200,Mughlai,www.zomato.com/bangalore/itc-master-chef-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ITC Master Chef Creations,4.4,200,Kebab,www.zomato.com/bangalore/itc-master-chef-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ITC Master Chef Creations,4.4,200,Rolls,www.zomato.com/bangalore/itc-master-chef-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ITC Master Chef Creations,4.4,200,Desserts,www.zomato.com/bangalore/itc-master-chef-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
ITC Master Chef Creations,4.4,200,Modern Indian,www.zomato.com/bangalore/itc-master-chef-creations-commercial-street-bangalore/order,Commercial Street,0.0,Timings Not Available
Sagar Hotel,4.1,200,North Indian,www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,Rajajinagar,1137.0,12:30pm – 11:30pm 
Sagar Hotel,4.1,200,Chinese,www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,Rajajinagar,1137.0,12:30pm – 11:30pm 
Sagar Hotel,4.1,200,Street Food,www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,Rajajinagar,1137.0,12:30pm – 11:30pm 
Sagar Hotel,4.1,200,Fast Food,www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,Rajajinagar,1137.0,12:30pm – 11:30pm 
Sagar Hotel,4.1,200,South Indian,www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,Rajajinagar,1137.0,12:30pm – 11:30pm 
Sagar Hotel,4.1,200,Juices,www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,Rajajinagar,1137.0,12:30pm – 11:30pm 
Sagar Hotel,4.1,200,Beverages,www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,Rajajinagar,1137.0,12:30pm – 11:30pm 
Mangalore Kitchen,4.1,200,Mangalorean,www.zomato.com/bangalore/mangalore-kitchen-1-jeevan-bhima-nagar-bangalore/order,Jeevan Bhima Nagar,9.0,11:15am – 12midnight 
Mangalore Kitchen,4.1,200,South Indian,www.zomato.com/bangalore/mangalore-kitchen-1-jeevan-bhima-nagar-bangalore/order,Jeevan Bhima Nagar,9.0,11:15am – 12midnight 
Mangalore Kitchen,4.1,200,Chinese,www.zomato.com/bangalore/mangalore-kitchen-1-jeevan-bhima-nagar-bangalore/order,Jeevan Bhima Nagar,9.0,11:15am – 12midnight 
New Krishna Sagar,3.8,200,South Indian,www.zomato.com/bangalore/new-krishna-sagar-indiranagar/order,Indiranagar,83.0,Timings Not Available
New Krishna Sagar,3.8,200,North Indian,www.zomato.com/bangalore/new-krishna-sagar-indiranagar/order,Indiranagar,83.0,Timings Not Available
New Krishna Sagar,3.8,200,Chinese,www.zomato.com/bangalore/new-krishna-sagar-indiranagar/order,Indiranagar,83.0,Timings Not Available
New Krishna Sagar,3.8,200,Beverages,www.zomato.com/bangalore/new-krishna-sagar-indiranagar/order,Indiranagar,83.0,Timings Not Available
Biggies Burger,4.0,200,Burger,www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,Church Street,515.0,11am – 11pm 
Biggies Burger,4.0,200,American,www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,Church Street,515.0,11am – 11pm 
Biggies Burger,4.0,200,Fast Food,www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,Church Street,515.0,11am – 11pm 
Biggies Burger,4.0,200,Wraps,www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,Church Street,515.0,11am – 11pm 
Biggies Burger,4.0,200,Beverages,www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,Church Street,515.0,11am – 11pm 
Biggies Burger,4.0,200,Shake,www.zomato.com/bangalore/biggies-burger-church-street-bangalore/order,Church Street,515.0,11am – 11pm 
Ghee Tadka Khichdi,4.1,200,North Indian,www.zomato.com/bangalore/ghee-tadka-khichdi-seshadripuram-bangalore/order,Seshadripuram,0.0,Timings Not Available
IDC Kitchen,4.3,200,South Indian,www.zomato.com/bangalore/idc-kitchen-richmond-road-bangalore/order,Richmond Road,39.0,7am – 9pm 
IDC Kitchen,4.3,200,Beverages,www.zomato.com/bangalore/idc-kitchen-richmond-road-bangalore/order,Richmond Road,39.0,7am – 9pm 
Barbeque Nation,3.9,400,North Indian,www.zomato.com/bangalore/barbeque-nation-ulsoor-bangalore/order,Lido Mall,1708.0,"11am – 4pm, 6:30pm – 10:30pm "
Barbeque Nation,3.9,400,BBQ,www.zomato.com/bangalore/barbeque-nation-ulsoor-bangalore/order,Lido Mall,1708.0,"11am – 4pm, 6:30pm – 10:30pm "
Barbeque Nation,3.9,400,Biryani,www.zomato.com/bangalore/barbeque-nation-ulsoor-bangalore/order,Lido Mall,1708.0,"11am – 4pm, 6:30pm – 10:30pm "
Barbeque Nation,3.9,400,Kebab,www.zomato.com/bangalore/barbeque-nation-ulsoor-bangalore/order,Lido Mall,1708.0,"11am – 4pm, 6:30pm – 10:30pm "
Barbeque Nation,3.9,400,Continental,www.zomato.com/bangalore/barbeque-nation-ulsoor-bangalore/order,Lido Mall,1708.0,"11am – 4pm, 6:30pm – 10:30pm "
Barbeque Nation,3.9,400,Chinese,www.zomato.com/bangalore/barbeque-nation-ulsoor-bangalore/order,Lido Mall,1708.0,"11am – 4pm, 6:30pm – 10:30pm "
Barbeque Nation,3.9,400,Beverages,www.zomato.com/bangalore/barbeque-nation-ulsoor-bangalore/order,Lido Mall,1708.0,"11am – 4pm, 6:30pm – 10:30pm "
Barbeque Nation,3.9,400,Desserts,www.zomato.com/bangalore/barbeque-nation-ulsoor-bangalore/order,Lido Mall,1708.0,"11am – 4pm, 6:30pm – 10:30pm "
Swathi Restaurant,4.1,400,Andhra,www.zomato.com/bangalore/swathi-restaurant-rajajinagar-bangalore/order,Rajajinagar,614.0,"11:30am – 3:30pm, 6:30pm – 10:30pm "
Swathi Restaurant,4.1,400,North Indian,www.zomato.com/bangalore/swathi-restaurant-rajajinagar-bangalore/order,Rajajinagar,614.0,"11:30am – 3:30pm, 6:30pm – 10:30pm "
Swathi Restaurant,4.1,400,Chinese,www.zomato.com/bangalore/swathi-restaurant-rajajinagar-bangalore/order,Rajajinagar,614.0,"11:30am – 3:30pm, 6:30pm – 10:30pm "
Swathi Restaurant,4.1,400,Biryani,www.zomato.com/bangalore/swathi-restaurant-rajajinagar-bangalore/order,Rajajinagar,614.0,"11:30am – 3:30pm, 6:30pm – 10:30pm "
Swathi Restaurant,4.1,400,Mughlai,www.zomato.com/bangalore/swathi-restaurant-rajajinagar-bangalore/order,Rajajinagar,614.0,"11:30am – 3:30pm, 6:30pm – 10:30pm "
Swathi Restaurant,4.1,400,Oriental,www.zomato.com/bangalore/swathi-restaurant-rajajinagar-bangalore/order,Rajajinagar,614.0,"11:30am – 3:30pm, 6:30pm – 10:30pm "
Hotel Karavali Food Point,3.8,400,Mangalorean,www.zomato.com/bangalore/hotel-karavali-food-point-vijay-nagar/order,Vijay Nagar,197.0,"11:30am – 4:30pm, 6:30pm – 11:30pm "
Hotel Karavali Food Point,3.8,400,South Indian,www.zomato.com/bangalore/hotel-karavali-food-point-vijay-nagar/order,Vijay Nagar,197.0,"11:30am – 4:30pm, 6:30pm – 11:30pm "
Hotel Karavali Food Point,3.8,400,North Indian,www.zomato.com/bangalore/hotel-karavali-food-point-vijay-nagar/order,Vijay Nagar,197.0,"11:30am – 4:30pm, 6:30pm – 11:30pm "
Hotel Karavali Food Point,3.8,400,Chinese,www.zomato.com/bangalore/hotel-karavali-food-point-vijay-nagar/order,Vijay Nagar,197.0,"11:30am – 4:30pm, 6:30pm – 11:30pm "
TrueCakes - Fresh | Eggless | Cakes,4.2,400,Bakery,www.zomato.com/bangalore/truecakes-fresh-eggless-cakes-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
TrueCakes - Fresh | Eggless | Cakes,4.2,400,Desserts,www.zomato.com/bangalore/truecakes-fresh-eggless-cakes-indiranagar-bangalore/order,Indiranagar,0.0,Timings Not Available
Halli Jonne Biriyani,4.2,400,Biryani,www.zomato.com/bangalore/halli-jonne-biriyani-jayanagar/order,Jayanagar,633.0,"7am – 4pm, 7pm – 10pm "
Halli Jonne Biriyani,4.2,400,North Indian,www.zomato.com/bangalore/halli-jonne-biriyani-jayanagar/order,Jayanagar,633.0,"7am – 4pm, 7pm – 10pm "
Paris Panini - Gourmet Sandwiches & Wraps,4.4,400,Sandwich,www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-church-street-bangalore/order,Church Street,184.0,11:30am – 11:30pm 
Paris Panini - Gourmet Sandwiches & Wraps,4.4,400,Wraps,www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-church-street-bangalore/order,Church Street,184.0,11:30am – 11:30pm 
Paris Panini - Gourmet Sandwiches & Wraps,4.4,400,Pasta,www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-church-street-bangalore/order,Church Street,184.0,11:30am – 11:30pm 
Paris Panini - Gourmet Sandwiches & Wraps,4.4,400,Salad,www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-church-street-bangalore/order,Church Street,184.0,11:30am – 11:30pm 
Paris Panini - Gourmet Sandwiches & Wraps,4.4,400,Desserts,www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-church-street-bangalore/order,Church Street,184.0,11:30am – 11:30pm 
Paris Panini - Gourmet Sandwiches & Wraps,4.4,400,Continental,www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-church-street-bangalore/order,Church Street,184.0,11:30am – 11:30pm 
